station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,weather,temperature,pressure,humidity,wind_speed,wind_direction,time_num,date_num
1023,2014/5/1 0:00,95,166.3,95.4,0.9,63.7,13.4,0,18,755.9,71,2,23,0,1
1023,2014/5/1 1:00,116,191,104,1.2,25,11,0,18,755.9,71,2,23,1,1
1023,2014/5/1 2:00,118,198,58,0.7,30,11,0,18,755.9,71,2,23,2,1
1023,2014/5/1 3:00,120,197,57,0.7,29,5,0,18,755.9,71,2,23,3,1
1023,2014/5/1 4:00,126,195,84,0.7,8,4,0,18,755.9,71,2,23,4,1
1023,2014/5/1 5:00,136,181,84,0.4,12,3,0,16.8,755.8,78,1,13,5,1
1023,2014/5/1 6:00,136,193,81,1,14,7,0,16.8,755.8,78,1,13,6,1
1023,2014/5/1 7:00,152,218,78,1.2,20,14,0,16.8,755.8,78,1,13,7,1
1023,2014/5/1 8:00,170,280,76,1.3,34,26,0,19,756.9,72,2,23,8,1
1023,2014/5/1 9:00,188,302,59,1.3,65,31,0,19,756.9,72,2,23,9,1
1023,2014/5/1 10:00,190,263,46,1.2,100,31,0,19,756.9,72,2,23,10,1
1023,2014/5/1 11:00,184,245,45,1.1,127,31,0,24.5,756.1,57,4,23,11,1
1023,2014/5/1 12:00,165,202,35,1,163,31,0,24.5,756.1,57,4,23,12,1
1023,2014/5/1 13:00,153,225,28,1,194,26,0,24.5,756.1,57,4,23,13,1
1023,2014/5/1 14:00,152,165,23,1,216,26,0,26.7,753.9,44,5,3,14,1
1023,2014/5/1 15:00,138,165,22,0.9,228,26,0,26.7,753.9,44,5,3,15,1
1023,2014/5/1 16:00,123,152,20,0.9,232,24,0,26.7,753.9,44,5,3,16,1
1023,2014/5/1 17:00,119,127,27,1,216,23,0,26.6,753.8,48,3,2,17,1
1023,2014/5/1 18:00,88,243,31,0.7,91,10,0,26.6,753.8,48,3,2,18,1
1023,2014/5/1 19:00,72,195,43,0.7,56,6,0,26.6,753.8,48,3,2,19,1
1023,2014/5/1 20:00,74,195,51,0.8,42,5,0,19.1,756.7,32,6,4,20,1
1023,2014/5/1 21:00,62,195,24,0.5,65,4,0,19.1,756.7,32,6,4,21,1
1023,2014/5/1 22:00,48,108,13,0.4,74,2,0,19.1,756.7,32,6,4,22,1
1023,2014/5/1 23:00,40,97,12,0.3,74,2,0,15.1,759.2,42,5,4,23,1
1023,2014/5/2 0:00,40,74,12,0.3,73,2,0,15.1,759.2,42,5,4,0,2
1023,2014/5/2 1:00,35,74,8,0.3,73,2,0,15.1,759.2,42,5,4,1,2
1023,2014/5/2 2:00,30,74,8,0.2,74,2,0,13.7,759.4,38,4,24,2,2
1023,2014/5/2 3:00,23,74,9,0.2,75,2,0,13.7,759.4,38,4,24,3,2
1023,2014/5/2 4:00,22,74,8,0.2,77,2,0,13.7,759.4,38,4,24,4,2
1023,2014/5/2 5:00,21,74,8.1,0.2,77.1,2,0,13.5,760.3,35,4,24,5,2
1023,2014/5/2 6:00,19,74,11,0.2,83,2,0,13.5,760.3,35,4,24,6,2
1023,2014/5/2 7:00,13,20,14,0.2,87,2,0,13.5,760.3,35,4,24,7,2
1023,2014/5/2 8:00,14,18,15,0.2,83,2,0,14.4,762.2,24,8,4,8,2
1023,2014/5/2 9:00,25,30,13,0.2,79,2,0,14.4,762.2,24,8,4,9,2
1023,2014/5/2 10:00,22,28,10,0.2,85,2,0,14.4,762.2,24,8,4,10,2
1023,2014/5/2 11:00,24,34,9,0.2,94,2,0,18.6,763.6,14,4,24,11,2
1023,2014/5/2 12:00,23,34,9.1,0.2,94,2,0,18.6,763.6,14,4,24,12,2
1023,2014/5/2 13:00,16,34,8.8,0.2,100.6,2,0,18.6,763.6,14,4,24,13,2
1023,2014/5/2 14:00,20,36,12,0.3,107,2,0,21.8,761.6,11,2,3,14,2
1023,2014/5/2 15:00,19,36,11.8,0.3,106.9,2,0,21.8,761.6,11,2,3,15,2
1023,2014/5/2 16:00,22,36,12.6,0.4,106.9,2,0,21.8,761.6,11,2,3,16,2
1023,2014/5/2 17:00,15,106,16,0.2,93,2,0,20.5,762.2,24,3,24,17,2
1023,2014/5/2 18:00,18,157,16,0.2,89,2,0,20.5,762.2,24,3,24,18,2
1023,2014/5/2 19:00,11,63,23,0.2,81,2,0,20.5,762.2,24,3,24,19,2
1023,2014/5/2 20:00,10,39,19,0.2,84,2,0,15.7,763.7,38,1,14,20,2
1023,2014/5/2 21:00,14,51,34,0.3,61,2,0,15.7,763.7,38,1,14,21,2
1023,2014/5/2 22:00,13,27,75,0.3,23,3,0,15.7,763.7,38,1,14,22,2
1023,2014/5/2 23:00,16,48,102,0.4,2,5,0,13.3,763.6,49,1,2,23,2
1023,2014/5/3 0:00,17,63,98,0.4,2,4,0,13.3,763.6,49,1,2,0,3
1023,2014/5/3 1:00,24,104,90,0.5,2,3,0,13.3,763.6,49,1,2,1,3
1023,2014/5/3 2:00,22,40,65,0.4,8,2,0,11.4,762.6,56,2,23,2,3
1023,2014/5/3 3:00,39,70,69,0.5,2,2,0,11.4,762.6,56,2,23,3,3
1023,2014/5/3 4:00,32,43,63,0.5,2,2,0,11.4,762.6,56,2,23,4,3
1023,2014/5/3 5:00,27,59,59,0.4,2,2,0,11.1,761.1,53,1,23,5,3
1023,2014/5/3 6:00,22,46,58,0.4,2,2,0,11.1,761.1,53,1,23,6,3
1023,2014/5/3 7:00,23,58,52,0.4,3,3,0,11.1,761.1,53,1,23,7,3
1023,2014/5/3 8:00,34,66,52,0.5,8,10,0,15.8,760.3,37,4,23,8,3
1023,2014/5/3 9:00,58,109,65,0.7,17,19,0,15.8,760.3,37,4,23,9,3
