station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,weather,temperature,pressure,humidity,wind_speed,wind_direction,time_num,date_num
1001,2014/5/1 0:00,138,159.4,56.3,0.9,50.8,17.2,0,18,755.9,71,2,23,0,1
1001,2014/5/1 1:00,124,163.9,38.7,0.9,51.1,17.9,0,18,755.9,71,2,23,1,1
1001,2014/5/1 2:00,127,148.4,55.6,1,27.2,16.6,0,18,755.9,71,2,23,2,1
1001,2014/5/1 3:00,129,145.6,65.7,1,9.7,16.7,0,18,755.9,71,2,23,3,1
1001,2014/5/1 4:00,119,119.3,66.9,1,2,16.5,0,18,755.9,71,2,23,4,1
1001,2014/5/1 5:00,127,135.1,74.3,0.9,2,16,0,16.8,755.8,78,1,13,5,1
1001,2014/5/1 6:00,124,134.5,71.1,0.9,2,15.8,0,16.8,755.8,78,1,13,6,1
1001,2014/5/1 7:00,120,139.1,71.5,0.9,2,16,0,16.8,755.8,78,1,13,7,1
1001,2014/5/1 8:00,123,171.6,65.3,0.9,3.8,16.1,0,19,756.9,72,2,23,8,1
1001,2014/5/1 9:00,147,175.6,57.1,0.9,22.2,19.9,0,19,756.9,72,2,23,9,1
1001,2014/5/1 10:00,188,207.3,65.8,0.9,37.5,28.8,0,19,756.9,72,2,23,10,1
1001,2014/5/1 11:00,212,241,70.8,0.9,48.1,33.1,0,24.5,756.1,57,4,23,11,1
1001,2014/5/1 12:00,229,243.4,60.4,1,81.9,39,0,24.5,756.1,57,4,23,12,1
1001,2014/5/1 13:00,240,244.9,48.8,0.9,124.4,42.8,0,24.5,756.1,57,4,23,13,1
1001,2014/5/1 14:00,240,257.9,47.5,1,137.1,39.9,0,26.7,753.9,44,5,3,14,1
1001,2014/5/1 15:00,241,244,33.9,1.3,165.8,45.7,0,26.7,753.9,44,5,3,15,1
1001,2014/5/1 16:00,240,262.2,26.8,1.4,178.5,55.6,0,26.7,753.9,44,5,3,16,1
1001,2014/5/1 17:00,242,249.5,21.7,1.2,185.7,51.8,0,26.6,753.8,48,3,2,17,1
1001,2014/5/1 18:00,174,249.5,12.5,0.7,126.7,34.7,0,26.6,753.8,48,3,2,18,1
1001,2014/5/1 19:00,130,249.5,6.2,0.4,91.5,15.3,0,26.6,753.8,48,3,2,19,1
1001,2014/5/1 20:00,132,199.7,7.6,0.4,86,12.4,0,19.1,756.7,32,6,4,20,1
1001,2014/5/1 21:00,119,280.4,6.3,0.4,85.6,11.3,0,19.1,756.7,32,6,4,21,1
1001,2014/5/1 22:00,48,61,4.1,0.3,83.6,9.9,0,19.1,756.7,32,6,4,22,1
1001,2014/5/1 23:00,37,38.9,4,0.3,82.5,8.9,0,15.1,759.2,42,5,4,23,1
1001,2014/5/2 0:00,49,70.1,6.3,0.3,78.6,8.9,0,15.1,759.2,42,5,4,0,2
1001,2014/5/2 1:00,42,55.6,8.8,0.4,74.8,9.8,0,15.1,759.2,42,5,4,1,2
1001,2014/5/2 2:00,34,55.6,6.9,0.4,74.8,9.9,0,13.7,759.4,38,4,24,2,2
1001,2014/5/2 3:00,26,55.6,6.8,0.4,75,9.1,0,13.7,759.4,38,4,24,3,2
1001,2014/5/2 4:00,20,31.2,6.9,0.4,78.3,9.2,0,13.7,759.4,38,4,24,4,2
1001,2014/5/2 5:00,21,30,6.1,0.3,81.7,9.8,0,13.5,760.3,35,4,24,5,2
1001,2014/5/2 6:00,23,26.5,6.2,0.3,83.5,10.1,0,13.5,760.3,35,4,24,6,2
1001,2014/5/2 7:00,13,15.3,5.4,0.2,105.8,6.8,0,13.5,760.3,35,4,24,7,2
1001,2014/5/2 8:00,19,34,7.1,0.3,101.1,9.6,0,14.4,762.2,24,8,4,8,2
1001,2014/5/2 9:00,18,28.7,7.1,0.3,91.2,9.7,0,14.4,762.2,24,8,4,9,2
1001,2014/5/2 10:00,36,50.8,6.6,0.3,92,7.3,0,14.4,762.2,24,8,4,10,2
1001,2014/5/2 11:00,25,56.3,5.9,0.3,98.1,6.3,0,18.6,763.6,14,4,24,11,2
1001,2014/5/2 12:00,20,53.2,5.5,0.3,102,6.7,0,18.6,763.6,14,4,24,12,2
1001,2014/5/2 13:00,19,33.1,6.1,0.2,104.3,6.6,0,18.6,763.6,14,4,24,13,2
1001,2014/5/2 14:00,19,20.6,5,0.2,106.7,7.6,0,21.8,761.6,11,2,3,14,2
1001,2014/5/2 15:00,5,26.7,5.1,0.2,103.1,6.4,0,21.8,761.6,11,2,3,15,2
1001,2014/5/2 16:00,29,73.4,5.2,0.2,106.3,6.2,0,21.8,761.6,11,2,3,16,2
1001,2014/5/2 17:00,22,38.4,4.6,0.2,106.6,4.5,0,20.5,762.2,24,3,24,17,2
1001,2014/5/2 18:00,13,48.8,4.1,0.2,102.7,4,0,20.5,762.2,24,3,24,18,2
1001,2014/5/2 19:00,46,149.6,5.9,0.2,99.3,5.8,0,20.5,762.2,24,3,24,19,2
1001,2014/5/2 20:00,15,149.6,7.1,0.2,99.3,6.9,0,15.7,763.7,38,1,14,20,2
1001,2014/5/2 21:00,8,14.2,15.1,0.2,86.2,6.5,0,15.7,763.7,38,1,14,21,2
1001,2014/5/2 22:00,33,54.7,30.1,0.3,60.9,6.5,0,15.7,763.7,38,1,14,22,2
1001,2014/5/2 23:00,41,75.8,56.6,0.4,25.1,6.5,0,13.3,763.6,49,1,2,23,2
1001,2014/5/3 0:00,69,122.4,67.1,0.4,10.6,6.9,0,13.3,763.6,49,1,2,0,3
1001,2014/5/3 1:00,56,91.9,62.2,0.4,6.6,6.5,0,13.3,763.6,49,1,2,1,3
1001,2014/5/3 2:00,49,87,51.9,0.4,10,5.9,0,11.4,762.6,56,2,23,2,3
1001,2014/5/3 3:00,40,41.6,51.2,0.4,6.8,5.9,0,11.4,762.6,56,2,23,3,3
